Fecha_facturacion,SKU,Categoria,Unidades_facturadas,Precio_unitario,Monto_facturado
2024-10-20,HJ1059,"Tijeras de Podar",31,3708.34,114958.54
2024-10-20,HJ1060,"Tijeras de Podar",13,7191.95,93495.35
2024-10-20,HJ1061,"Tijeras de Podar",15,10179.37,152690.55
2024-10-20,HJ1061,"Tijeras de Podar",41,10179.37,417354.17
2024-10-20,HJ1061,"Tijeras de Podar",7,10179.37,71255.59
2024-10-20,HJ1061,"Tijeras de Podar",6,10179.37,61076.22
2024-10-20,HJ1061,"Tijeras de Podar",17,10179.37,173049.29
2024-10-20,HJ1065,"Tijeras de Podar",76,6369.85,484108.60
2024-10-20,HJ1065,"Tijeras de Podar",7,6369.85,44588.95
2024-10-20,HJ1067,"Tijeras de Podar",90,6981.31,628317.90
2024-10-20,HJ1067,"Tijeras de Podar",10,6981.31,69813.10
2024-10-20,HJ1067,"Tijeras de Podar",8,6981.31,55850.48
2024-10-20,HJ1069,"Tijeras de Podar",31,4900.83,151925.73
2024-10-20,HJ1069,"Tijeras de Podar",37,4900.83,181330.71
2024-10-20,HJ1069,"Tijeras de Podar",4,4900.83,19603.32
2024-10-20,HJ1072,"Tijeras de Podar",3,2634.16,7902.48
2024-10-20,HJ1072,"Tijeras de Podar",18,2634.16,47414.88
2024-10-20,HJ1076,"Tijeras de Podar",10,6518.81,65188.10
2024-10-20,HJ1077,"Tijeras de Podar",24,9062.97,217511.28
2024-10-20,HJ1077,"Tijeras de Podar",5,9062.97,45314.85
2024-10-20,HJ1078,"Tijeras de Podar",1,1372.40,1372.40
2024-10-20,HJ1078,"Tijeras de Podar",14,1372.40,19213.60
2024-10-20,HJ1078,"Tijeras de Podar",6,1372.40,8234.40
2024-10-20,HJ1078,"Tijeras de Podar",68,1372.40,93323.20
2024-10-20,HJ1080,"Tijeras de Podar",3,3447.71,10343.13
2024-10-20,HJ1080,"Tijeras de Podar",20,3447.71,68954.20
2024-10-20,HJ1082,"Tijeras de Podar",46,8104.94,372827.24
2024-10-20,HJ1083,"Tijeras de Podar",15,6166.94,92504.10
2024-10-20,HJ1083,"Tijeras de Podar",10,6166.94,61669.40
2024-10-20,HJ1083,"Tijeras de Podar",45,6166.94,277512.30
2024-10-20,HJ1083,"Tijeras de Podar",6,6166.94,37001.64
2024-10-20,HJ1084,"Tijeras de Podar",20,5323.99,106479.80
2024-10-20,HJ1084,"Tijeras de Podar",1,5323.99,5323.99
2024-10-20,HJ1084,"Tijeras de Podar",72,5323.99,383327.28
2024-10-20,HJ1086,"Tijeras de Podar",15,2517.24,37758.60
2024-10-20,HJ1086,"Tijeras de Podar",18,2517.24,45310.32
2024-10-20,HJ1088,"Tijeras de Podar",57,6106.99,348098.43
2024-10-20,HJ1090,"Tijeras de Podar",13,2497.50,32467.50
2024-10-20,HJ1090,"Tijeras de Podar",14,2497.50,34965.00
2024-10-20,HJ1090,"Tijeras de Podar",3,2497.50,7492.50
2024-10-20,HJ1093,"Tijeras de Podar",12,4362.06,52344.72
2024-10-20,HJ1093,"Tijeras de Podar",51,4362.06,222465.06
2024-10-20,HJ1093,"Tijeras de Podar",36,4362.06,157034.16
2024-10-20,HJ1093,"Tijeras de Podar",44,4362.06,191930.64
2024-10-20,HJ1093,"Tijeras de Podar",43,4362.06,187568.58
2024-10-20,HJ1094,"Tijeras de Podar",10,4859.77,48597.70
2024-10-20,HJ1094,"Tijeras de Podar",11,4859.77,53457.47
2024-10-20,HJ1096,"Tijeras de Podar",30,4150.19,124505.70
2024-10-20,HJ1097,"Tijeras de Podar",11,4207.33,46280.63
2024-10-20,HJ1097,"Tijeras de Podar",2,4207.33,8414.66
2024-10-20,HJ1097,"Tijeras de Podar",3,4207.33,12621.99
2024-10-20,HJ1099,"Tijeras de Podar",32,10092.41,322957.12
2024-10-20,HJ1099,"Tijeras de Podar",5,10092.41,50462.05
2024-10-20,HJ1099,"Tijeras de Podar",40,10092.41,403696.40
2024-10-20,HJ1100,"Rastrillos",9,6003.27,54029.43
2024-10-20,HJ1100,"Rastrillos",19,6003.27,114062.13
2024-10-20,HJ1100,"Rastrillos",8,6003.27,48026.16
2024-10-20,HJ1100,"Rastrillos",2,6003.27,12006.54
2024-10-20,HJ1104,"Rastrillos",21,5216.12,109538.52
2024-10-20,HJ1104,"Rastrillos",7,5216.12,36512.84
2024-10-20,HJ1104,"Rastrillos",58,5216.12,302534.96
2024-10-20,HJ1104,"Rastrillos",52,5216.12,271238.24
2024-10-20,HJ1104,"Rastrillos",24,5216.12,125186.88
2024-10-20,HJ1104,"Rastrillos",76,5216.12,396425.12
2024-10-20,HJ1104,"Rastrillos",78,5216.12,406857.36
2024-10-20,HJ1105,"Rastrillos",28,1843.18,51609.04
2024-10-20,HJ1105,"Rastrillos",28,1843.18,51609.04
2024-10-20,HJ1106,"Rastrillos",2,7111.29,14222.58
2024-10-20,HJ1106,"Rastrillos",56,7111.29,398232.24
2024-10-20,HJ1106,"Rastrillos",1,7111.29,7111.29
2024-10-20,HJ1112,"Rastrillos",7,3477.73,24344.11
2024-10-20,HJ1112,"Rastrillos",40,3477.73,139109.20
2024-10-20,HJ1113,"Rastrillos",27,3525.53,95189.31
2024-10-20,HJ1113,"Rastrillos",35,3525.53,123393.55
2024-10-20,HJ1114,"Rastrillos",7,4842.77,33899.39
2024-10-20,HJ1114,"Rastrillos",4,4842.77,19371.08
2024-10-20,HJ1114,"Rastrillos",40,4842.77,193710.80
2024-10-20,HJ1114,"Rastrillos",4,4842.77,19371.08
2024-10-20,HJ1114,"Rastrillos",40,4842.77,193710.80
2024-10-20,HJ1115,"Rastrillos",82,7838.36,642745.52
2024-10-20,HJ1115,"Rastrillos",15,7838.36,117575.40
2024-10-20,HJ1115,"Rastrillos",32,7838.36,250827.52
2024-10-20,HJ1116,"Rastrillos",7,5095.16,35666.12
2024-10-20,HJ1116,"Rastrillos",35,5095.16,178330.60
2024-10-20,HJ1119,"Rastrillos",22,5370.49,118150.78
2024-10-20,HJ1119,"Rastrillos",4,5370.49,21481.96
2024-10-20,HJ1119,"Rastrillos",39,5370.49,209449.11
2024-10-20,HJ1119,"Rastrillos",11,5370.49,59075.39
2024-10-20,HJ1119,"Rastrillos",4,5370.49,21481.96
2024-10-20,HJ1119,"Rastrillos",26,5370.49,139632.74
2024-10-20,HJ1120,"Rastrillos",3,5832.14,17496.42
2024-10-20,HJ1120,"Rastrillos",8,5832.14,46657.12
2024-10-20,HJ1120,"Rastrillos",26,5832.14,151635.64
2024-10-20,HJ1120,"Rastrillos",12,5832.14,69985.68
2024-10-20,HJ1123,"Rastrillos",51,8444.49,430668.99
2024-10-20,HJ1123,"Rastrillos",1,8444.49,8444.49
2024-10-20,HJ1123,"Rastrillos",77,8444.49,650225.73
2024-10-20,HJ1124,"Rastrillos",31,1536.58,47633.98
2024-10-20,HJ1124,"Rastrillos",14,1536.58,21512.12
2024-10-20,HJ1124,"Rastrillos",24,1536.58,36877.92
2024-10-20,HJ1124,"Rastrillos",12,1536.58,18438.96
2024-10-20,HJ1124,"Rastrillos",20,1536.58,30731.60
2024-10-20,HJ1126,"Rastrillos",14,3808.31,53316.34
2024-10-20,HJ1131,"Rastrillos",2,7539.61,15079.22
2024-10-20,HJ1131,"Rastrillos",21,7539.61,158331.81
2024-10-20,HJ1131,"Rastrillos",29,7539.61,218648.69
2024-10-20,HJ1132,"Rastrillos",66,1870.69,123465.54
2024-10-20,HJ1132,"Rastrillos",2,1870.69,3741.38
2024-10-20,HJ1133,"Rastrillos",4,10196.60,40786.40
2024-10-20,HJ1135,"Rastrillos",54,1757.04,94880.16
2024-10-20,HJ1135,"Rastrillos",3,1757.04,5271.12
2024-10-20,HJ1136,"Rastrillos",49,9138.19,447771.31
2024-10-20,HJ1136,"Rastrillos",8,9138.19,73105.52
2024-10-20,HJ1136,"Rastrillos",7,9138.19,63967.33
2024-10-20,HJ1139,"Rastrillos",46,8974.25,412815.50
2024-10-20,HJ1181,"Pulverizadores",12,4005.58,48066.96
2024-10-20,HJ1181,"Pulverizadores",30,4005.58,120167.40
2024-10-20,HJ1182,"Pulverizadores",20,7349.02,146980.40
2024-10-20,HJ1182,"Pulverizadores",5,7349.02,36745.10
2024-10-20,HJ1182,"Pulverizadores",51,7349.02,374800.02
2024-10-20,HJ1182,"Pulverizadores",29,7349.02,213121.58
2024-10-20,HJ1182,"Pulverizadores",17,7349.02,124933.34
2024-10-20,HJ1182,"Pulverizadores",41,7349.02,301309.82
2024-10-20,HJ1183,"Pulverizadores",42,1127.60,47359.20
2024-10-20,HJ1184,"Pulverizadores",23,7259.25,166962.75
2024-10-20,HJ1184,"Pulverizadores",35,7259.25,254073.75
2024-10-20,HJ1186,"Pulverizadores",8,10370.06,82960.48
2024-10-20,HJ1186,"Pulverizadores",14,10370.06,145180.84
2024-10-20,HJ1186,"Pulverizadores",37,10370.06,383692.22
2024-10-20,HJ1186,"Pulverizadores",12,10370.06,124440.72
2024-10-20,HJ1190,"Pulverizadores",5,4053.38,20266.90
2024-10-20,HJ1190,"Pulverizadores",1,4053.38,4053.38
2024-10-20,HJ1190,"Pulverizadores",1,4053.38,4053.38
2024-10-20,HJ1192,"Pulverizadores",8,5570.19,44561.52
2024-10-20,HJ1192,"Pulverizadores",1,5570.19,5570.19
2024-10-20,HJ1192,"Pulverizadores",37,5570.19,206097.03
2024-10-20,HJ1192,"Pulverizadores",15,5570.19,83552.85
2024-10-20,HJ1192,"Pulverizadores",88,5570.19,490176.72
2024-10-20,HJ1192,"Pulverizadores",13,5570.19,72412.47
2024-10-20,HJ1195,"Pulverizadores",77,6178.26,475726.02
2024-10-20,HJ1195,"Pulverizadores",50,6178.26,308913.00
2024-10-20,HJ1197,"Pulverizadores",4,4120.75,16483.00
2024-10-20,HJ1197,"Pulverizadores",20,4120.75,82415.00
2024-10-20,HJ1200,"Pulverizadores",82,5869.34,481285.88
2024-10-20,HJ1200,"Pulverizadores",14,5869.34,82170.76
2024-10-20,HJ1200,"Pulverizadores",46,5869.34,269989.64
2024-10-20,HJ1003,"Palas",37,6143.30,227302.10
2024-10-20,HJ1003,"Palas",2,6143.30,12286.60
2024-10-20,HJ1003,"Palas",75,6143.30,460747.50
2024-10-20,HJ1004,"Palas",7,5768.25,40377.75
2024-10-20,HJ1004,"Palas",33,5768.25,190352.25
2024-10-20,HJ1004,"Palas",56,5768.25,323022.00
2024-10-20,HJ1004,"Palas",15,5768.25,86523.75
2024-10-20,HJ1005,"Palas",74,9981.47,738628.78
2024-10-20,HJ1005,"Palas",50,9981.47,499073.50
2024-10-20,HJ1005,"Palas",1,9981.47,9981.47
2024-10-20,HJ1016,"Palas",12,7057.81,84693.72
2024-10-20,HJ1016,"Palas",12,7057.81,84693.72
2024-10-20,HJ1016,"Palas",4,7057.81,28231.24
2024-10-20,HJ1017,"Palas",27,9655.22,260690.94
2024-10-20,HJ1017,"Palas",16,9655.22,154483.52
2024-10-20,HJ1017,"Palas",1,9655.22,9655.22
2024-10-20,HJ1017,"Palas",37,9655.22,357243.14
2024-10-20,HJ1017,"Palas",3,9655.22,28965.66
2024-10-20,HJ1017,"Palas",49,9655.22,473105.78
2024-10-20,HJ1017,"Palas",76,9655.22,733796.72
2024-10-20,HJ1017,"Palas",25,9655.22,241380.50
2024-10-20,HJ1017,"Palas",8,9655.22,77241.76
2024-10-20,HJ1017,"Palas",12,9655.22,115862.64
2024-10-20,HJ1017,"Palas",28,9655.22,270346.16
2024-10-20,HJ1018,"Palas",68,2130.31,144861.08
2024-10-20,HJ1022,"Palas",38,2797.22,106294.36
2024-10-20,HJ1022,"Palas",20,2797.22,55944.40
2024-10-20,HJ1022,"Palas",38,2797.22,106294.36
2024-10-20,HJ1022,"Palas",16,2797.22,44755.52
2024-10-20,HJ1023,"Palas",8,10052.79,80422.32
2024-10-20,HJ1023,"Palas",44,10052.79,442322.76
2024-10-20,HJ1023,"Palas",49,10052.79,492586.71
2024-10-20,HJ1023,"Palas",2,10052.79,20105.58
2024-10-20,HJ1024,"Palas",18,1759.55,31671.90
2024-10-20,HJ1025,"Palas",55,3817.09,209939.95
2024-10-20,HJ1025,"Palas",19,3817.09,72524.71
2024-10-20,HJ1025,"Palas",17,3817.09,64890.53
2024-10-20,HJ1025,"Palas",42,3817.09,160317.78
2024-10-20,HJ1025,"Palas",34,3817.09,129781.06
2024-10-20,HJ1027,"Palas",1,9970.87,9970.87
2024-10-20,HJ1027,"Palas",12,9970.87,119650.44
2024-10-20,HJ1027,"Palas",28,9970.87,279184.36
2024-10-20,HJ1027,"Palas",37,9970.87,368922.19
2024-10-20,HJ1027,"Palas",55,9970.87,548397.85
2024-10-20,HJ1027,"Palas",64,9970.87,638135.68
2024-10-20,HJ1028,"Palas",62,9067.02,562155.24
2024-10-20,HJ1028,"Palas",14,9067.02,126938.28
2024-10-20,HJ1031,"Palas",40,1955.55,78222.00
2024-10-20,HJ1031,"Palas",8,1955.55,15644.40
2024-10-20,HJ1031,"Palas",6,1955.55,11733.30
2024-10-20,HJ1034,"Palas",8,2381.03,19048.24
2024-10-20,HJ1035,"Palas",3,7918.56,23755.68
2024-10-20,HJ1037,"Palas",33,5351.56,176601.48
2024-10-20,HJ1037,"Palas",3,5351.56,16054.68
2024-10-20,HJ1038,"Palas",3,1340.81,4022.43
2024-10-20,HJ1038,"Palas",1,1340.81,1340.81
2024-10-20,HJ1038,"Palas",1,1340.81,1340.81
2024-10-20,HJ1038,"Palas",25,1340.81,33520.25
2024-10-20,HJ1038,"Palas",14,1340.81,18771.34
2024-10-20,HJ1039,"Palas",36,2219.93,79917.48
2024-10-20,HJ1039,"Palas",33,2219.93,73257.69
2024-10-20,HJ1039,"Palas",1,2219.93,2219.93
2024-10-20,HJ1039,"Palas",7,2219.93,15539.51
2024-10-20,HJ1042,"Palas",11,8455.80,93013.80
2024-10-20,HJ1042,"Palas",18,8455.80,152204.40
2024-10-20,HJ1042,"Palas",43,8455.80,363599.40
2024-10-20,HJ1045,"Palas",10,5201.88,52018.80
2024-10-20,HJ1045,"Palas",20,5201.88,104037.60
2024-10-20,HJ1048,"Palas",14,6473.86,90634.04
2024-10-20,HJ1048,"Palas",6,6473.86,38843.16
2024-10-20,HJ1048,"Palas",6,6473.86,38843.16
2024-10-20,HJ1050,"Tijeras de Podar",17,5006.87,85116.79
2024-10-20,HJ1050,"Tijeras de Podar",30,5006.87,150206.10
2024-10-20,HJ1051,"Tijeras de Podar",30,8659.77,259793.10
2024-10-20,HJ1051,"Tijeras de Podar",36,8659.77,311751.72
2024-10-20,HJ1051,"Tijeras de Podar",17,8659.77,147216.09
2024-10-20,HJ1056,"Tijeras de Podar",7,6113.22,42792.54
2024-10-20,HJ1056,"Tijeras de Podar",2,6113.22,12226.44
2024-10-20,HJ1056,"Tijeras de Podar",8,6113.22,48905.76
2024-10-20,HJ1056,"Tijeras de Podar",52,6113.22,317887.44
2024-10-20,HJ1056,"Tijeras de Podar",5,6113.22,30566.10
2024-10-20,HJ1056,"Tijeras de Podar",27,6113.22,165056.94
2024-10-21,HJ1003,"Palas",71,6143.30,436174.30
2024-10-21,HJ1003,"Palas",2,6143.30,12286.60
2024-10-21,HJ1003,"Palas",12,6143.30,73719.60
2024-10-21,HJ1005,"Palas",38,9981.47,379295.86
2024-10-21,HJ1005,"Palas",48,9981.47,479110.56
2024-10-21,HJ1005,"Palas",35,9981.47,349351.45
2024-10-21,HJ1005,"Palas",19,9981.47,189647.93
2024-10-21,HJ1016,"Palas",26,7057.81,183503.06
2024-10-21,HJ1016,"Palas",60,7057.81,423468.60
2024-10-21,HJ1016,"Palas",2,7057.81,14115.62
2024-10-21,HJ1016,"Palas",49,7057.81,345832.69
2024-10-21,HJ1017,"Palas",42,9655.22,405519.24
2024-10-21,HJ1017,"Palas",4,9655.22,38620.88
2024-10-21,HJ1018,"Palas",51,2130.31,108645.81
2024-10-21,HJ1022,"Palas",10,2797.22,27972.20
2024-10-21,HJ1022,"Palas",24,2797.22,67133.28
2024-10-21,HJ1023,"Palas",5,10052.79,50263.95
2024-10-21,HJ1023,"Palas",6,10052.79,60316.74
2024-10-21,HJ1023,"Palas",9,10052.79,90475.11
2024-10-21,HJ1024,"Palas",6,1759.55,10557.30
2024-10-21,HJ1024,"Palas",6,1759.55,10557.30
2024-10-21,HJ1025,"Palas",42,3817.09,160317.78
2024-10-21,HJ1025,"Palas",69,3817.09,263379.21
2024-10-21,HJ1025,"Palas",11,3817.09,41987.99
2024-10-21,HJ1025,"Palas",21,3817.09,80158.89
2024-10-21,HJ1025,"Palas",49,3817.09,187037.41
2024-10-21,HJ1027,"Palas",22,9970.87,219359.14
2024-10-21,HJ1027,"Palas",15,9970.87,149563.05
2024-10-21,HJ1027,"Palas",67,9970.87,668048.29
2024-10-21,HJ1028,"Palas",23,9067.02,208541.46
2024-10-21,HJ1028,"Palas",68,9067.02,616557.36
2024-10-21,HJ1028,"Palas",33,9067.02,299211.66
2024-10-21,HJ1028,"Palas",25,9067.02,226675.50
2024-10-21,HJ1030,"Palas",15,4736.49,71047.35
2024-10-21,HJ1030,"Palas",3,4736.49,14209.47
2024-10-21,HJ1030,"Palas",58,4736.49,274716.42
2024-10-21,HJ1031,"Palas",10,1955.55,19555.50
2024-10-21,HJ1031,"Palas",3,1955.55,5866.65
2024-10-21,HJ1035,"Palas",5,7918.56,39592.80
2024-10-21,HJ1035,"Palas",2,7918.56,15837.12
2024-10-21,HJ1035,"Palas",29,7918.56,229638.24
2024-10-21,HJ1038,"Palas",1,1340.81,1340.81
2024-10-21,HJ1038,"Palas",4,1340.81,5363.24
2024-10-21,HJ1038,"Palas",4,1340.81,5363.24
2024-10-21,HJ1039,"Palas",3,2219.93,6659.79
2024-10-21,HJ1039,"Palas",2,2219.93,4439.86
2024-10-21,HJ1039,"Palas",11,2219.93,24419.23
2024-10-21,HJ1039,"Palas",39,2219.93,86577.27
2024-10-21,HJ1039,"Palas",7,2219.93,15539.51
2024-10-21,HJ1039,"Palas",69,2219.93,153175.17
2024-10-21,HJ1042,"Palas",31,8455.80,262129.80
2024-10-21,HJ1042,"Palas",20,8455.80,169116.00
2024-10-21,HJ1042,"Palas",8,8455.80,67646.40
2024-10-21,HJ1042,"Palas",15,8455.80,126837.00
2024-10-21,HJ1042,"Palas",2,8455.80,16911.60
2024-10-21,HJ1042,"Palas",31,8455.80,262129.80
2024-10-21,HJ1045,"Palas",20,5201.88,104037.60
2024-10-21,HJ1045,"Palas",35,5201.88,182065.80
2024-10-21,HJ1048,"Palas",32,6473.86,207163.52
2024-10-21,HJ1050,"Tijeras de Podar",17,5006.87,85116.79
2024-10-21,HJ1050,"Tijeras de Podar",12,5006.87,60082.44
2024-10-21,HJ1050,"Tijeras de Podar",17,5006.87,85116.79
2024-10-21,HJ1050,"Tijeras de Podar",6,5006.87,30041.22
2024-10-21,HJ1051,"Tijeras de Podar",35,8659.77,303091.95
2024-10-21,HJ1051,"Tijeras de Podar",19,8659.77,164535.63
2024-10-21,HJ1056,"Tijeras de Podar",38,6113.22,232302.36
2024-10-21,HJ1056,"Tijeras de Podar",66,6113.22,403472.52
2024-10-21,HJ1056,"Tijeras de Podar",52,6113.22,317887.44
2024-10-21,HJ1099,"Tijeras de Podar",12,10092.41,121108.92
2024-10-21,HJ1099,"Tijeras de Podar",24,10092.41,242217.84
2024-10-21,HJ1100,"Rastrillos",69,6003.27,414225.63
2024-10-21,HJ1100,"Rastrillos",18,6003.27,108058.86
2024-10-21,HJ1100,"Rastrillos",15,6003.27,90049.05
2024-10-21,HJ1102,"Rastrillos",10,5164.97,51649.70
2024-10-21,HJ1102,"Rastrillos",23,5164.97,118794.31
2024-10-21,HJ1102,"Rastrillos",57,5164.97,294403.29
2024-10-21,HJ1102,"Rastrillos",7,5164.97,36154.79
2024-10-21,HJ1102,"Rastrillos",37,5164.97,191103.89
2024-10-21,HJ1106,"Rastrillos",55,7111.29,391120.95
2024-10-21,HJ1108,"Rastrillos",35,4592.39,160733.65
2024-10-21,HJ1108,"Rastrillos",42,4592.39,192880.38
2024-10-21,HJ1112,"Rastrillos",14,3477.73,48688.22
2024-10-21,HJ1113,"Rastrillos",35,3525.53,123393.55
2024-10-21,HJ1113,"Rastrillos",68,3525.53,239736.04
2024-10-21,HJ1113,"Rastrillos",7,3525.53,24678.71
2024-10-21,HJ1113,"Rastrillos",28,3525.53,98714.84
2024-10-21,HJ1113,"Rastrillos",22,3525.53,77561.66
2024-10-21,HJ1114,"Rastrillos",17,4842.77,82327.09
2024-10-21,HJ1115,"Rastrillos",1,7838.36,7838.36
2024-10-21,HJ1115,"Rastrillos",2,7838.36,15676.72
2024-10-21,HJ1116,"Rastrillos",39,5095.16,198711.24
2024-10-21,HJ1116,"Rastrillos",2,5095.16,10190.32
2024-10-21,HJ1119,"Rastrillos",4,5370.49,21481.96
2024-10-21,HJ1120,"Rastrillos",1,5832.14,5832.14
2024-10-21,HJ1123,"Rastrillos",17,8444.49,143556.33
2024-10-21,HJ1123,"Rastrillos",45,8444.49,380002.05
2024-10-21,HJ1123,"Rastrillos",33,8444.49,278668.17
2024-10-21,HJ1123,"Rastrillos",2,8444.49,16888.98
2024-10-21,HJ1123,"Rastrillos",4,8444.49,33777.96
2024-10-21,HJ1124,"Rastrillos",59,1536.58,90658.22
2024-10-21,HJ1124,"Rastrillos",22,1536.58,33804.76
2024-10-21,HJ1124,"Rastrillos",43,1536.58,66072.94
2024-10-21,HJ1126,"Rastrillos",40,3808.31,152332.40
2024-10-21,HJ1131,"Rastrillos",5,7539.61,37698.05
2024-10-21,HJ1131,"Rastrillos",4,7539.61,30158.44
2024-10-21,HJ1132,"Rastrillos",47,1870.69,87922.43
2024-10-21,HJ1133,"Rastrillos",13,10196.60,132555.80
2024-10-21,HJ1133,"Rastrillos",12,10196.60,122359.20
2024-10-21,HJ1135,"Rastrillos",38,1757.04,66767.52
2024-10-21,HJ1135,"Rastrillos",18,1757.04,31626.72
2024-10-21,HJ1136,"Rastrillos",18,9138.19,164487.42
2024-10-21,HJ1136,"Rastrillos",50,9138.19,456909.50
2024-10-21,HJ1139,"Rastrillos",18,8974.25,161536.50
2024-10-21,HJ1139,"Rastrillos",8,8974.25,71794.00
2024-10-21,HJ1139,"Rastrillos",2,8974.25,17948.50
2024-10-21,HJ1142,"Rastrillos",9,8576.12,77185.08
2024-10-21,HJ1142,"Rastrillos",17,8576.12,145794.04
2024-10-21,HJ1143,"Rastrillos",8,8252.38,66019.04
2024-10-21,HJ1143,"Rastrillos",29,8252.38,239319.02
2024-10-21,HJ1143,"Rastrillos",40,8252.38,330095.20
2024-10-21,HJ1143,"Rastrillos",23,8252.38,189804.74
2024-10-21,HJ1144,"Rastrillos",31,1985.46,61549.26
2024-10-21,HJ1144,"Rastrillos",18,1985.46,35738.28
2024-10-21,HJ1144,"Rastrillos",12,1985.46,23825.52
2024-10-21,HJ1144,"Rastrillos",1,1985.46,1985.46
2024-10-21,HJ1144,"Rastrillos",6,1985.46,11912.76
2024-10-21,HJ1149,"Rastrillos",79,9192.03,726170.37
2024-10-21,HJ1149,"Rastrillos",3,9192.03,27576.09
2024-10-21,HJ1149,"Rastrillos",10,9192.03,91920.30
2024-10-21,HJ1150,"Pulverizadores",5,8285.54,41427.70
2024-10-21,HJ1150,"Pulverizadores",18,8285.54,149139.72
2024-10-21,HJ1156,"Pulverizadores",1,1868.19,1868.19
2024-10-21,HJ1156,"Pulverizadores",9,1868.19,16813.71
2024-10-21,HJ1159,"Pulverizadores",1,1603.75,1603.75
2024-10-21,HJ1160,"Pulverizadores",6,3307.72,19846.32
2024-10-21,HJ1160,"Pulverizadores",55,3307.72,181924.60
2024-10-21,HJ1162,"Pulverizadores",14,6737.14,94319.96
2024-10-21,HJ1162,"Pulverizadores",52,6737.14,350331.28
2024-10-21,HJ1162,"Pulverizadores",45,6737.14,303171.30
2024-10-21,HJ1162,"Pulverizadores",23,6737.14,154954.22
2024-10-21,HJ1163,"Pulverizadores",9,5045.51,45409.59
2024-10-21,HJ1163,"Pulverizadores",24,5045.51,121092.24
2024-10-21,HJ1163,"Pulverizadores",15,5045.51,75682.65
2024-10-21,HJ1164,"Pulverizadores",8,7720.07,61760.56
2024-10-21,HJ1165,"Pulverizadores",5,9212.85,46064.25
2024-10-21,HJ1165,"Pulverizadores",14,9212.85,128979.90
2024-10-21,HJ1165,"Pulverizadores",1,9212.85,9212.85
2024-10-21,HJ1168,"Pulverizadores",2,6900.51,13801.02
2024-10-21,HJ1168,"Pulverizadores",19,6900.51,131109.69
2024-10-21,HJ1168,"Pulverizadores",44,6900.51,303622.44
2024-10-21,HJ1171,"Pulverizadores",38,2191.13,83262.94
2024-10-21,HJ1171,"Pulverizadores",38,2191.13,83262.94
2024-10-21,HJ1171,"Pulverizadores",25,2191.13,54778.25
2024-10-21,HJ1171,"Pulverizadores",23,2191.13,50395.99
2024-10-21,HJ1171,"Pulverizadores",7,2191.13,15337.91
2024-10-21,HJ1171,"Pulverizadores",13,2191.13,28484.69
2024-10-21,HJ1171,"Pulverizadores",64,2191.13,140232.32
2024-10-21,HJ1176,"Pulverizadores",25,3066.09,76652.25
2024-10-21,HJ1176,"Pulverizadores",26,3066.09,79718.34
2024-10-21,HJ1179,"Pulverizadores",6,7432.89,44597.34
2024-10-21,HJ1179,"Pulverizadores",2,7432.89,14865.78
2024-10-21,HJ1179,"Pulverizadores",11,7432.89,81761.79
2024-10-21,HJ1179,"Pulverizadores",34,7432.89,252718.26
2024-10-21,HJ1058,"Tijeras de Podar",45,2268.04,102061.80
2024-10-21,HJ1058,"Tijeras de Podar",26,2268.04,58969.04
2024-10-21,HJ1059,"Tijeras de Podar",9,3708.34,33375.06
2024-10-21,HJ1059,"Tijeras de Podar",19,3708.34,70458.46
2024-10-21,HJ1060,"Tijeras de Podar",27,7191.95,194182.65
2024-10-21,HJ1060,"Tijeras de Podar",40,7191.95,287678.00
2024-10-21,HJ1060,"Tijeras de Podar",14,7191.95,100687.30
2024-10-21,HJ1060,"Tijeras de Podar",41,7191.95,294869.95
2024-10-21,HJ1061,"Tijeras de Podar",6,10179.37,61076.22
2024-10-21,HJ1061,"Tijeras de Podar",7,10179.37,71255.59
2024-10-21,HJ1061,"Tijeras de Podar",30,10179.37,305381.10
2024-10-21,HJ1061,"Tijeras de Podar",74,10179.37,753273.38
2024-10-21,HJ1065,"Tijeras de Podar",28,6369.85,178355.80
2024-10-21,HJ1067,"Tijeras de Podar",25,6981.31,174532.75
2024-10-21,HJ1067,"Tijeras de Podar",83,6981.31,579448.73
2024-10-21,HJ1067,"Tijeras de Podar",50,6981.31,349065.50
2024-10-21,HJ1069,"Tijeras de Podar",25,4900.83,122520.75
2024-10-21,HJ1069,"Tijeras de Podar",21,4900.83,102917.43
2024-10-21,HJ1069,"Tijeras de Podar",7,4900.83,34305.81
2024-10-21,HJ1072,"Tijeras de Podar",20,2634.16,52683.20
2024-10-21,HJ1072,"Tijeras de Podar",3,2634.16,7902.48
2024-10-21,HJ1072,"Tijeras de Podar",2,2634.16,5268.32
2024-10-21,HJ1072,"Tijeras de Podar",36,2634.16,94829.76
2024-10-21,HJ1075,"Tijeras de Podar",17,6523.87,110905.79
2024-10-21,HJ1075,"Tijeras de Podar",11,6523.87,71762.57
2024-10-21,HJ1076,"Tijeras de Podar",13,6518.81,84744.53
2024-10-21,HJ1077,"Tijeras de Podar",51,9062.97,462211.47
2024-10-21,HJ1077,"Tijeras de Podar",63,9062.97,570967.11
2024-10-21,HJ1077,"Tijeras de Podar",5,9062.97,45314.85
2024-10-21,HJ1077,"Tijeras de Podar",68,9062.97,616281.96
2024-10-21,HJ1078,"Tijeras de Podar",50,1372.40,68620.00
